Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Inactive_Date,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Average_work_Time,Average_late_hours,Average_leave_early_hours,Project_Codes,absent count,Average Salary
801,Mr,Male,Single,9/1/2019,9/21/2021,Inactive,9/21/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,11.06,-0.16,-1.9,{190.0},6.0,44788.0
802,Mr,Male,Married,6/1/2019,7/26/2020,Inactive,7/26/2020,Labour,Contarct Basis,Buddhist,Skilled Labor,1980.0,9.2,-0.15,-0.05,{190.0},1.0,9724.0
803,Mr,Male,Married,10/27/2019,\N,Inactive,5/21/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,NA,NA,NA,NA,NA,NA
805,Mr,Male,Married,2/1/2021,4/22/2021,Inactive,4/22/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0,12.43,-0.05,-1.43,{190.0},1.0,28749.0
806,Mr,Male,Single,2/1/2021,4/22/2021,Inactive,4/22/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,11.88,-0.09,-2.79,{190.0},1.0,25784.0
808,Mr,Male,Single,6/1/2020,\N,Active,\N,Labour,Contarct Basis,Hindu,Security,1985.0,10.51,-0.48,-0.56,{195.0},13.0,32387.0
809,Mr,Male,Married,7/1/2019,10/9/2022,Inactive,10/9/2022,Labour,Contarct Basis,Hindu,Unskilled Labor,1978.0,12.02,2.16,2.63,"{194.0, 195.0}",11.0,32749.0
810,Mr,Male,Married,7/1/2019,8/20/2021,Inactive,8/20/2021,Labour,Contarct Basis,Hindu,Unskilled Labor,1960.0,9.76,-0.07,-0.17,{195.0},3.0,19796.0
811,Mr,Male,Married,7/1/2019,\N,Active,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1966.0,9.77,-0.29,-0.43,{195.0},4.0,25221.0
812,Mr,Male,Married,7/1/2019,\N,Inactive,6/13/2020,Labour,Contarct Basis,Catholic,Skilled Labor,1992.0,NA,NA,NA,NA,NA,NA
813,Mr,Male,Married,12/10/2020,12/24/2021,Inactive,12/24/2021,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1975.0,11.12,0.0,-2.0,"{199.0, 199.1}",0.0,37883.0
814,Mr,Male,Married,7/1/2019,12/31/2020,Inactive,12/31/2020,Labour,Contarct Basis,Hindu,Security,1981.0,NA,NA,NA,NA,NA,NA
816,Mr,Male,Single,8/1/2019,8/21/2021,Inactive,8/21/2021,Labour,Contarct Basis,Hindu,Unskilled Labor,1998.0,9.58,-0.09,-0.21,{195.0},1.0,15937.0
817,Mr,Male,Single,10/18/2019,\N,Inactive,12/31/2020,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1998.0,NA,NA,NA,NA,NA,53585.0
823,Mr,Male,Married,2/11/2020,12/25/2020,Inactive,12/25/2020,Labour,Contarct Basis,Hindu,Unskilled Labor,1972.0,NA,NA,NA,NA,NA,NA
825,Mr,Male,Married,2/13/2020,\N,Inactive,3/8/2020,Labour,Contarct Basis,Hindu,Unskilled Labor,1975.0,NA,NA,NA,NA,NA,NA
826,Mr,Male,Single,2/11/2020,\N,Active,\N,Labour,Contarct Basis,Catholic,Unskilled Labor,1996.0,9.56,-0.18,-0.33,{195.0},5.0,27546.0
827,Mr,Male,Married,9/6/2019,\N,Inactive,5/18/2020,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1976.0,NA,NA,NA,NA,NA,NA
828,Mr,Male,Married,6/1/2020,\N,Active,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1981.0,11.84,-0.12,-2.72,{199.1},0.0,41264.0
829,Mr,Male,Married,11/6/2019,1/31/2022,Inactive,1/31/2022,Labour,Contarct Basis,Hindu,Security,1974.0,12.12,5.4,6.29,"{199.0, 199.1}",25.0,33854.0
830,Mr,Male,Single,2/10/2020,6/30/2022,Inactive,6/30/2022,Labour,Contarct Basis,Hindu,Security,1984.0,11.71,6.09,6.32,"{199.0, 199.1}",31.0,28611.0
832,Mr,Male,Married,1/6/2019,2/19/2022,Inactive,2/19/2022,Labour,Contarct Basis,Buddhist,Fitter,1970.0,10.43,-0.52,-0.91,{189.0},9.0,34713.0
837,Mr,Male,Single,1/13/2020,\N,Inactive,6/3/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0,NA,NA,NA,NA,NA,NA
838,Mr,Male,Married,6/10/2020,\N,Inactive,12/31/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,NA,NA,NA,NA,NA,18750.0
839,Mr,Male,Married,2/21/2020,\N,Inactive,12/31/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,NA,NA,NA,NA,NA,NA
841,Mr,Male,Married,1/1/2019,\N,Inactive,12/31/2020,Labour,Contarct Basis,Catholic,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,NA
845,Mr,Male,Single,1/2/2020,\N,Inactive,5/31/2020,Labour,Contarct Basis,Hindu,Unskilled Labor,1992.0,NA,NA,NA,NA,NA,NA
848,Mr,Male,Married,12/3/2020,3/21/2022,Inactive,3/21/2022,Labour,Contarct Basis,Buddhist,Skilled Labor,1980.0,11.19,-0.03,-2.05,{199.1},0.0,40217.0
850,Mr,Male,Single,8/1/2019,\N,Inactive,3/31/2020,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1991.0,NA,NA,NA,NA,NA,NA
852,Mr,Male,Married,9/1/2019,\N,Active,\N,Labour,Contarct Basis,Catholic,Security,1973.0,12.02,9.99,10.99,"{199.0, 199.1}",0.0,41723.0
853,Mr,Male,Married,9/5/2019,\N,Inactive,12/31/2020,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1982.0,10.52,-0.52,-1.0,"{199.0, 199.1}",52.0,29428.0
854,Mr,Male,Married,2/1/2021,8/30/2022,Inactive,8/30/2022,Labour,Contarct Basis,Catholic,Office Assistant,1987.0,10.3,-0.59,-0.71,{199.1},7.0,48749.0
855,Mr,Male,Single,12/1/2019,\N,Inactive,5/19/2020,Labour,Contarct Basis,Hindu,Unskilled Labor,1991.0,NA,NA,NA,NA,NA,NA
858,Mr,Male,Married,12/25/2019,10/31/2022,Inactive,10/31/2022,Labour,Contarct Basis,Hindu,Security,1949.0,12.0,0.74,1.74,"{199.0, 199.1}",0.0,31855.0
859,Mr,Male,Single,12/29/2019,8/31/2022,Inactive,8/31/2022,Labour,Contarct Basis,Hindu,Security,1995.0,12.01,9.65,10.54,"{199.0, 199.1}",0.0,32052.0
860,Mr,Male,Single,1/11/2020,\N,Inactive,12/31/2020,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966.0,NA,NA,NA,NA,NA,NA
861,Mr,Male,Married,1/12/2020,\N,Inactive,3/31/2020,Labour,Contarct Basis,Buddhist,Skilled Labor,1966.0,NA,NA,NA,NA,NA,NA
863,Mr,Male,Married,1/26/2020,\N,Inactive,3/31/2020,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1977.0,NA,NA,NA,NA,NA,NA
864,Mr,Male,Single,1/30/2020,4/24/2021,Inactive,4/24/2021,Labour,Contarct Basis,Hindu,Security,1994.0,12.0,10.0,11.0,"{199.0, 199.1}",0.0,NA
866,Mr,Male,Single,2/1/2020,7/6/2022,Inactive,7/6/2022,Labour,Contarct Basis,Catholic,Security,1984.0,12.1,10.0,10.9,"{199.0, 199.1}",0.0,39235.0
867,Mr,Male,Married,2/1/2020,\N,Inactive,5/30/2020,Labour,Contarct Basis,Hindu,Security,1977.0,NA,NA,NA,NA,NA,NA
869,Mr,Male,Single,2/11/2020,11/30/2021,Inactive,11/30/2021,Labour,Contarct Basis,Hindu,Security,1994.0,12.0,6.45,7.45,"{199.0, 199.1}",0.0,111742.0
870,Mr,Male,Married,2/13/2020,\N,Inactive,3/31/2020,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1977.0,NA,NA,NA,NA,NA,NA
871,Mr,Male,Single,2/15/2020,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Hindu,Office Assistant,1994.0,9.04,0.11,-0.15,"{199.0, 199.1}",0.0,19973.0
872,Ms,Female,Married,6/1/2020,\N,Active,\N,Labour,Contarct Basis,Buddhist,Caretaker,1978.0,9.0,0.0,0.0,"{169.0, 197.0}",0.0,27040.0
873,Mr,Male,Married,9/24/2019,\N,Inactive,6/14/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0,NA,NA,NA,NA,NA,NA
875,Mr,Male,Married,9/23/2019,7/26/2021,Inactive,7/26/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989.0,12.66,-0.5,-3.17,"{169.0, 197.0}",0.0,23548.0
877,Mr,Male,Single,9/10/2019,11/26/2020,Inactive,11/26/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,NA,NA,NA,NA,NA,30935.0
878,Mr,Male,Married,9/9/2019,3/14/2022,Inactive,3/14/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,11.63,-0.57,-2.06,"{169.0, 197.0}",0.0,22269.0
879,Mr,Male,Married,9/2/2019,3/21/2021,Inactive,3/21/2021,Labour,Contarct Basis,Buddhist,Cook,1979.0,9.44,2.22,2.67,{197.0},0.0,NA
880,Mr,Male,Married,10/6/2019,\N,Active,\N,Labour,Contarct Basis,Buddhist,Wacher,1963.0,12.0,10.0,11.0,"{169.0, 197.0}",0.0,21248.0
882,Mr,Male,Married,10/8/2019,4/22/2022,Inactive,4/22/2022,Labour,Contarct Basis,Buddhist,Wacher,1960.0,12.33,9.67,11.0,"{169.0, 197.0, 198.1}",0.0,29892.0
886,Mr,Male,Married,12/13/2019,12/20/2020,Inactive,12/20/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,12.54,-0.54,-3.0,{197.0},0.0,13140.0
889,Mr,Male,Married,6/1/2020,6/1/2021,Inactive,6/1/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0,NA,NA,NA,NA,NA,NA
890,Mr,Male,Married,3/1/2021,3/14/2022,Inactive,3/14/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,11.37,-0.41,-1.95,"{169.0, 197.0}",0.0,17679.0
891,Mr,Male,Married,1/23/2020,3/14/2022,Inactive,3/14/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0,11.79,-0.49,-2.3,"{169.0, 197.0}",0.0,26220.0
892,Mr,Male,Married,1/28/2020,\N,Inactive,3/15/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,NA
894,Mr,Male,Married,1/28/2020,\N,Inactive,12/31/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963.0,NA,NA,NA,NA,NA,NA
895,Mr,Male,Married,1/28/2020,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0,12.67,-0.46,-2.68,"{169.0, 197.0}",0.0,20270.0
896,Mr,Male,Married,1/28/2020,3/14/2022,Inactive,3/14/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0,12.19,-0.71,-2.17,"{169.0, 197.0}",0.0,22432.0
897,Mr,Male,Married,1/28/2020,1/28/2021,Inactive,1/28/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,NA,NA,NA,NA,NA,7304.0
898,Mr,Male,Married,1/28/2020,1/29/2021,Inactive,1/29/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,NA,NA,NA,NA,NA,21912.0
899,Mr,Male,Married,1/28/2020,12/31/2020,Inactive,12/31/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,NA,NA,NA,NA,NA,NA
900,Mr,Male,Married,1/28/2020,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,11.99,-0.6,-1.86,"{169.0, 197.0}",0.0,25258.0
901,Mr,Male,Married,1/28/2020,\N,Inactive,3/15/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0,NA,NA,NA,NA,NA,NA
902,Mr,Male,Married,2/19/2020,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989.0,12.05,-0.62,-2.18,"{169.0, 197.0}",0.0,26429.0
905,Mr,Male,Married,2/21/2020,3/14/2022,Inactive,3/14/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975.0,11.59,-0.4,-2.19,"{169.0, 197.0, 198.1}",0.0,21403.0
906,Mr,Male,Married,2/19/2020,3/2/2022,Inactive,3/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0,11.97,-0.63,-2.33,"{169.0, 197.0}",0.0,23828.0
907,Mr,Male,Married,2/5/2020,3/31/2021,Inactive,3/31/2021,Labour,Contarct Basis,Buddhist,Caretaker,1981.0,11.0,0.0,-2.0,{197.0},0.0,NA
908,Mr,Male,Married,6/1/2020,\N,Active,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1984.0,10.86,-0.25,-0.87,"{198.0, 198.1}",20.0,31749.0
910,Mr,Male,Married,6/1/2020,1/7/2021,Inactive,1/7/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,NA,NA,NA,NA,NA,8521.0
918,Mr,Male,Married,6/1/2020,10/30/2021,Inactive,10/30/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,11.1,1.81,1.9,"{198.0, 198.1}",44.0,31761.0
921,Mr,Male,Married,6/1/2020,4/6/2022,Inactive,4/6/2022,Labour,Contarct Basis,Buddhist,Skilled Labor,1982.0,10.19,-0.06,-0.21,"{198.0, 198.1}",32.0,23002.0
923,Mr,Male,Married,2/20/2014,8/31/2021,Inactive,8/31/2021,Staff,Contarct Basis,Buddhist,Store Keeper,1970.0,11.82,-0.04,-2.96,{190.0},7.0,NA
924,Mr,Male,Single,5/8/2018,\N,Inactive,6/22/2020,Staff,Contarct Basis,Muslim,Site Engineer,1993.0,NA,NA,NA,NA,NA,NA
925,Mr,Male,Married,2/1/2019,\N,Active,\N,Staff,Contarct Basis,Muslim,Technical Officer,1977.0,12.13,-0.43,-3.88,{188.0},10.0,47554.0
926,Mr,Male,Married,8/24/2020,\N,Inactive,9/30/2020,Labour,Contarct Basis,Buddhist,Fitter,1977.0,NA,NA,NA,NA,NA,NA
928,Mr,Male,Married,1/2/2020,\N,Inactive,7/29/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975.0,NA,NA,NA,NA,NA,NA
929,Mr,Male,Married,1/1/2019,\N,Inactive,9/10/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,12.46,-0.57,-2.9,{184.0},0.0,NA
930,Mr,Male,Single,1/1/2019,\N,Inactive,12/31/2020,Labour,Contarct Basis,Buddhist,Skilled Labor,1996.0,NA,NA,NA,NA,NA,NA
932,Mr,Male,Married,1/1/2019,4/9/2021,Inactive,4/9/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0,11.32,-0.25,-2.07,{188.0},0.0,40008.0
933,Mr,Male,Married,4/3/2019,4/9/2021,Inactive,4/9/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0,11.97,-0.49,-2.49,{184.0},0.0,23877.0
934,Mr,Male,Married,1/1/2019,4/9/2021,Inactive,4/9/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960.0,11.68,-0.54,-2.14,"{184.0, 195.0}",0.0,18724.0
939,Mr,Male,Married,7/1/2019,\N,Inactive,3/6/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,NA
940,Mr,Male,Single,2/17/2020,\N,Inactive,8/17/2020,Staff,Contarct Basis,Buddhist,Data Entry Operator,1997.0,NA,NA,NA,NA,NA,NA
941,Ms,Female,Single,2/12/2020,7/31/2022,Inactive,7/31/2022,Staff,Contarct Basis,Buddhist,Secretary,1993.0,8.54,-0.11,0.09,"{179.1, 179.0}",8.0,30196.0
942,Mr,Male,Single,2/24/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1994.0,9.59,0.13,-1.31,"{179.0, 179.1, 197.0}",6.0,36120.0
943,Mr,Male,Single,3/2/2020,4/27/2021,Inactive,4/27/2021,Staff,Contarct Basis,Buddhist,Trainee QS,1997.0,12.84,-0.69,-1.65,{169.0},2.0,NA
944,Mr,Male,Single,3/2/2020,8/31/2020,Inactive,8/31/2020,Staff,Contarct Basis,Buddhist,Draughtsman,1995.0,NA,NA,NA,NA,NA,NA
945,Mr,Male,Married,2/24/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Project Manager,1964.0,9.36,-0.22,-0.68,"{194.1, 189.0}",4.0,139576.0
947,Mr,Male,Married,3/6/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Social Environment Officer,1962.0,10.49,-0.62,-1.46,"{169.0, 197.0}",0.0,80995.0
948,Mr,Male,Single,3/16/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988.0,12.42,-0.47,-3.48,{193.0},12.0,74313.0
949,Mr,Male,Married,2/12/2020,\N,Inactive,9/21/2020,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988.0,NA,NA,NA,NA,NA,NA
950,Mr,Male,Single,5/11/2020,\N,Active,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1987.0,9.4,0.09,-0.71,"{198.0, 198.1}",5.0,45241.0
951,Mr,Male,Single,4/1/2018,12/31/2020,Inactive,12/31/2020,Staff,Contarct Basis,Buddhist,Supervisor,1995.0,NA,NA,NA,NA,NA,NA
952,Mr,Male,Married,5/18/2020,10/8/2020,Inactive,10/8/2020,Management,Contarct Basis,Buddhist,HR Manager,1956.0,NA,NA,NA,NA,NA,NA
953,Mr,Male,Married,1/1/2019,\N,Inactive,9/24/2020,Labour,Contarct Basis,Buddhist,Cook,1976.0,NA,NA,NA,NA,NA,NA
958,Mr,Male,Married,10/8/2019,6/17/2020,Inactive,6/17/2020,Labour,Contarct Basis,Buddhist,Skilled Labor,1977.0,NA,NA,NA,NA,NA,NA
959,Mr,Male,Married,2/1/2021,4/29/2021,Inactive,4/29/2021,Labour,Contarct Basis,Buddhist,Skilled Labor,1984.0,10.39,-0.57,-0.17,{193.0},0.0,14968.0
961,Mr,Male,Married,10/8/2019,\N,Inactive,3/11/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,NA,NA,NA,NA,NA,NA
962,Mr,Male,Married,2/1/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,10.11,-0.5,-0.45,{193.0},9.0,14744.0
965,Mr,Male,Married,10/25/2019,\N,Inactive,6/10/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,NA
968,Mr,Male,Married,12/8/2020,4/29/2021,Inactive,4/29/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,11.06,-0.73,-0.37,{193.0},0.0,19491.0
969,Mr,Male,Married,2/1/2021,3/31/2021,Inactive,3/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,9.69,0.02,-0.71,{193.0},0.0,12981.0
970,Mr,Male,Married,11/22/2019,\N,Inactive,3/15/2020,Labour,Contarct Basis,Buddhist,Pipe Fitter,1976.0,NA,NA,NA,NA,NA,NA
971,Mr,Male,Married,6/3/2019,4/10/2021,Inactive,4/10/2021,Staff,Contarct Basis,Buddhist,Technical Officer,1985.0,11.4,0.38,-0.21,{169.0},3.0,NA
973,Mr,Male,Single,2/14/2020,\N,Inactive,3/17/2020,Labour,Contarct Basis,Muslim,Unskilled Labor,2003.0,NA,NA,NA,NA,NA,NA
975,Mr,Male,Single,9/23/2019,11/6/2021,Inactive,11/6/2021,Staff,Contarct Basis,Buddhist,Construction Supervisor,1996.0,11.51,-0.22,-3.08,{188.0},9.0,3761.0
976,Mr,Male,Married,8/1/2019,\N,Inactive,4/24/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,NA,NA,NA,NA,NA,NA
977,Mr,Male,Married,8/1/2019,\N,Inactive,5/30/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0,NA,NA,NA,NA,NA,NA
979,Mr,Male,Married,10/14/2019,\N,Inactive,3/15/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,NA,NA,NA,NA,NA,NA
983,Mr,Male,Married,2/1/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0,11.13,-0.26,-1.86,"{198.0, 198.1}",16.0,11255.0
984,Mr,Male,Married,7/16/2010,\N,Inactive,6/27/2020,Staff,Contarct Basis,Buddhist,OPE-Compresure Breaker,1959.0,NA,NA,NA,NA,NA,NA
986,Mr,Male,Married,6/1/2020,2/19/2021,Inactive,2/19/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,9.01,0.12,-0.14,{198.0},1.0,25509.0
987,Mr,Male,Married,6/1/2020,7/27/2021,Inactive,7/27/2021,Labour,Contarct Basis,Buddhist,Skilled Labor,1996.0,13.0,-0.2,0.2,"{198.0, 198.1}",8.0,40335.0
988,Mr,Male,Married,10/15/2019,\N,Inactive,6/23/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,NA,NA,NA,NA,NA,NA
989,Mr,Male,Married,10/7/2019,\N,Inactive,12/31/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,NA,NA,NA,NA,NA,NA
990,Mr,Male,Single,10/10/2019,12/30/2020,Inactive,12/30/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0,NA,NA,NA,NA,NA,NA
991,Mr,Male,Married,11/1/2019,\N,Inactive,3/15/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0,NA,NA,NA,NA,NA,NA
992,Mr,Male,Married,6/1/2020,3/12/2022,Inactive,3/12/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0,10.62,-0.26,-0.47,"{198.0, 198.1}",11.0,18122.0
994,Mr,Male,Married,6/1/2020,7/23/2021,Inactive,7/23/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0,10.58,0.05,-1.01,"{198.0, 198.1}",26.0,23770.0
999,Mr,Male,Married,1/4/2020,2/28/2022,Inactive,2/28/2022,Labour,Contarct Basis,Buddhist,Skilled Labor,1980.0,10.62,-0.22,-0.47,"{198.0, 198.1}",27.0,45397.0
1000,Mr,Male,Married,1/4/2020,\N,Inactive,3/15/2020,Labour,Contarct Basis,Buddhist,Skilled Labor,1971.0,NA,NA,NA,NA,NA,NA
1002,Mr,Male,Married,1/16/2020,3/29/2021,Inactive,3/29/2021,Labour,Contarct Basis,Buddhist,Skilled Labor,1988.0,12.36,-0.0,-1.64,{198.0},24.0,28403.0
1003,Mr,Male,Married,1/9/2020,\N,Inactive,3/12/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0,NA,NA,NA,NA,NA,NA
1006,Mr,Male,Married,12/1/2018,3/15/2021,Inactive,3/15/2021,Staff,Contarct Basis,Buddhist,Driver-Tractor,1974.0,11.11,-0.57,-1.54,{193.0},1.0,NA
1007,Mr,Male,Married,2/25/2020,\N,Inactive,3/15/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988.0,NA,NA,NA,NA,NA,NA
1008,Mr,Male,Married,2/25/2020,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,10.37,-1.01,-0.28,"{198.0, 198.1}",27.0,35436.0
1009,Mr,Male,Married,2/18/2020,\N,Inactive,4/30/2020,Labour,Contarct Basis,Buddhist,Skilled Labor,1974.0,NA,NA,NA,NA,NA,22811.0
1010,Mr,Male,Single,2/19/2020,\N,Inactive,3/6/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,NA,NA,NA,NA,NA,NA
1013,Mr,Male,Single,3/4/2020,7/31/2021,Inactive,7/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,13.22,-0.08,-0.3,"{198.0, 198.1}",14.0,39549.0
1015,Mr,Male,Married,11/22/2019,\N,Inactive,6/30/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,NA
1016,Mr,Male,Married,2/1/2021,2/13/2021,Inactive,2/13/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,NA,NA,NA,NA,NA,24737.0
1017,Mr,Male,Married,11/22/2019,\N,Inactive,12/31/2019,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,1500.0
1018,Mr,Male,Married,11/22/2019,\N,Inactive,6/10/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,NA
1019,Mr,Male,Married,11/22/2019,\N,Inactive,6/30/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,NA
1020,Mr,Male,Married,11/11/2019,\N,Inactive,12/31/2019,Labour,Contarct Basis,Buddhist,Unskilled Labor,1957.0,NA,NA,NA,NA,NA,9000.0
1033,Mr,Male,Single,12/7/2019,\N,Inactive,6/17/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,NA,NA,NA,NA,NA,NA
1037,Mr,Male,Married,12/2/2019,\N,Inactive,12/31/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,NA,NA,NA,NA,NA,NA
1045,Mr,Male,Married,3/7/2020,\N,Inactive,3/17/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,NA,NA,NA,NA,NA,NA
1046,Mr,Male,Single,2/28/2020,\N,Inactive,6/3/2020,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1994.0,NA,NA,NA,NA,NA,NA
1047,Mr,Male,Married,3/5/2020,12/20/2020,Inactive,12/20/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960.0,NA,NA,NA,NA,NA,NA
1050,Mr,Male,Married,3/12/2020,\N,Inactive,9/29/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,NA,NA,NA,NA,NA,NA
1051,Mr,Male,Married,1/1/2019,12/31/2019,Inactive,12/31/2019,Labour,Contarct Basis,Buddhist,Skilled Labor,1976.0,NA,NA,NA,NA,NA,NA
1052,Mr,Male,Single,3/12/2020,3/17/2020,Inactive,3/17/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,2000.0,NA,NA,NA,NA,NA,NA
1054,Mr,Male,Single,3/20/2020,10/26/2021,Inactive,10/26/2021,Labour,Contarct Basis,Hindu,Security,1992.0,12.29,6.79,8.93,"{199.0, 199.1}",14.0,34146.0
1055,Mr,Male,Single,3/20/2020,\N,Inactive,4/30/2020,Labour,Contarct Basis,Hindu,Security,2000.0,NA,NA,NA,NA,NA,NA
1056,Mr,Male,Married,2/23/2020,\N,Inactive,6/23/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964.0,NA,NA,NA,NA,NA,NA
1057,Mr,Male,Married,2/16/2020,\N,Inactive,3/15/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,NA,NA,NA,NA,NA,NA
1058,Mr,Male,Married,2/25/2020,\N,Inactive,3/16/2020,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973.0,NA,NA,NA,NA,NA,NA
1060,Mr,Male,Married,12/7/2020,6/21/2021,Inactive,6/21/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,10.52,-0.6,-0.35,{189.0},3.0,31904.0
1061,Mr,Male,Single,3/16/2020,1/6/2021,Inactive,1/6/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0,NA,NA,NA,NA,NA,6568.0
